STT,Version,JD_id,Skill,Câu hỏi (đầy đủ),Correctness,Relevance,Distractor,Tình huống,Rõ ràng,Điểm TB,Đạt,Ghi chú
50,v4_situational,ketoan_tonghop_mid,Thành thạo Excel,"Doanh nghiệp bạn đang muốn lập một bảng phân tích doanh thu theo từng sản phẩm. Tuy nhiên, dữ liệu ban đầu rất凌乱，我来帮你整理一下。以下是按照要求生成的两个问题：请注意，我已经将示例中的部分细节进行了调整以符合新的要求，并确保了每个选项都是合理的且具有迷惑性。请确认是否需要进一步修改或添加其他内容？以下是JSON格式的问题：```````json[{
A. Tạo một công thức IF để tự động loại bỏ những dòng không phù hợp
B. Sử dụng hàm FILTER để lọc ra chỉ những dòng dữ liệu phù hợp  ✓
C. Thay đổi tiêu chuẩn kế toán để phù hợp với dữ liệu hiện tại
D. Xóa tất cả các dòng dữ liệu không phù hợp",,,,,,,,
51,v4_situational,ketoan_tonghop_mid,Thành thạo Excel,"Khi lập báo cáo tài chính hàng quý, bạn phát hiện có nhiều dòng dữ liệu không phù hợp với tiêu chuẩn kế toán. Cách xử lý hiệu quả nhất là gì?
A. Tạo một công thức IF để tự động loại bỏ những dòng không phù hợp
B. Sử dụng hàm FILTER để lọc ra chỉ những dòng dữ liệu phù hợp
C. Thay đổi tiêu chuẩn kế toán để phù hợp với dữ liệu hiện tại  ✓
D. Xóa tất cả các dòng dữ liệu không phù hợp",,,,,,,,
52,v4_situational,sales_b2b_junior,Kỹ năng giao tiếp và thuyết phục,"Khi gặp khách hàng doanh nghiệp mới, bạn nhận thấy họ có nhiều câu hỏi và lo lắng về chất lượng sản phẩm. Cách tiếp cận tốt nhất của bạn là gì?
A. Tránh trả lời trực tiếp để không gây áp lực
B. Giảm giá ngay lập tức để thuyết phục họ mua hàng
C. Chia sẻ thông tin về chất lượng sản phẩm qua email sau cuộc gặp
D. Hiểu rõ nhu cầu và lo lắng của khách hàng, giải thích chi tiết về chất lượng sản phẩm  ✓",,,,,,,,
53,v4_situational,sales_b2b_junior,Kỹ năng giao tiếp và thuyết phục,"Trong một cuộc họp với đối tác B2B, bạn phát hiện ra họ đang cân nhắc giữa nhiều nhà cung cấp. Bạn nên làm gì để thuyết phục họ chọn công ty của bạn?
A. Hứa hẹn giảm giá trong tương lai
B. Chia sẻ thành tích và kinh nghiệm của công ty qua email sau cuộc họp
C. Hiểu rõ nhu cầu của đối tác, đề xuất giải pháp phù hợp  ✓
D. Giảm thời gian thanh toán từ 30 ngày xuống còn 15 ngày",,,,,,,,
54,v4_situational,sales_b2b_junior,Kỹ năng giao tiếp và thuyết phục,"Một khách hàng tiềm năng yêu cầu báo giá chi tiết về sản phẩm. Bạn nên làm gì để đảm bảo họ cảm thấy được tôn trọng và quan tâm?
A. Gửi email với thông tin ngắn gọn
B. Trả lời qua điện thoại nhưng không cung cấp nhiều thông tin
C. Hẹn gặp trực tiếp hoặc video call để thảo luận chi tiết  ✓
D. Yêu cầu họ đặt hàng trước khi cung cấp bất kỳ thông tin nào",,,,,,,,
55,v4_situational,sales_b2b_junior,Kỹ năng giao tiếp và thuyết phục,"Khi khách hàng doanh nghiệp yêu cầu hỗ trợ kỹ thuật, bạn nên làm gì để đảm bảo sự hài lòng của họ?
A. Tránh liên lạc trực tiếp và chỉ cung cấp hướng dẫn qua email
B. Hứa hẹn giải quyết vấn đề trong 24 giờ nhưng không thực hiện
C. Chia sẻ thông tin chi tiết về quy trình hỗ trợ kỹ thuật qua email sau cuộc gọi
D. Hiểu rõ vấn đề, giải thích cách khắc phục và cam kết thời gian phản hồi  ✓",,,,,,,,
56,v4_situational,sales_b2b_junior,Hiểu quy trình bán hàng B2B (tiếp cận - tư vấn - đàm phán - chốt),"Khi tiếp cận một khách hàng mới trong ngành công nghiệp nặng, bạn nhận thấy họ đang sử dụng nhiều nhà cung cấp khác nhau. Cách tiếp cận tốt nhất để thuyết phục họ chuyển đổi sang sản phẩm của bạn là gì?
A. Chỉ ra lợi ích về chi phí tổng thể và giảm phụ thuộc vào nhiều nhà cung cấp  ✓
B. Hứa hẹn một hợp đồng dài hạn với giá ưu đãi
C. Cung cấp mẫu sản phẩm miễn phí để khách hàng thử nghiệm
D. Thăm dò thông tin về các nhà cung cấp hiện tại của họ",,,,,,,,
57,v4_situational,sales_b2b_junior,Hiểu quy trình bán hàng B2B (tiếp cận - tư vấn - đàm phán - chốt),"Sau khi tư vấn cho một doanh nghiệp nhỏ, bạn nhận thấy rằng họ không có đủ ngân sách để mua sản phẩm cao cấp mà bạn đang giới thiệu. Bạn nên làm gì tiếp theo?
A. Thay đổi chiến lược và đề xuất các giải pháp phù hợp với ngân sách của họ  ✓
B. Tiếp tục nhấn mạnh ưu điểm của sản phẩm cao cấp
C. Hỗ trợ họ vay vốn để mua sản phẩm
D. Từ chối bán sản phẩm vì không phù hợp",,,,,,,,
58,v4_situational,sales_b2b_junior,Hiểu quy trình bán hàng B2B (tiếp cận - tư vấn - đàm phán - chốt),"Trong quá trình đàm phán với một khách hàng lớn, bạn nhận ra rằng đối tác của họ đang cân nhắc giữa nhiều lựa chọn. Cách tiếp cận tốt nhất để giữ cho cuộc đàm phán tiến triển thuận lợi là gì?
A. Tạo ra cảm giác khẩn cấp bằng cách giới hạn thời gian quyết định
B. Hỗ trợ khách hàng trong việc so sánh các lựa chọn và đưa ra lời khuyên chuyên môn  ✓
C. Thách thức các đối thủ cạnh tranh của bạn để tạo áp lực
D. Đề xuất một mức giá cao hơn để đảm bảo lợi nhuận tốt",,,,,,,,
59,v4_situational,sales_b2b_junior,Xử lý từ chối trong quá trình bán hàng,"Khách hàng đã xem sản phẩm của bạn nhưng từ chối mua vì giá cao. Bạn nên làm gì tiếp theo?
A. Trả lời khách hàng rằng giá là hợp lý và không thể giảm
B. Hỏi khách hàng về nguyên nhân cụ thể để tìm hiểu thêm nhu cầu của họ  ✓
C. Tỏ ra tức giận với quyết định của khách hàng
D. Bỏ qua phản hồi của khách hàng và tiếp tục giới thiệu sản phẩm",,,,,,,,
60,v4_situational,sales_b2b_junior,Xử lý từ chối trong quá trình bán hàng,"Khách hàng B2B yêu cầu giá ưu đãi hơn nhưng bạn không thể giảm giá. Bạn nên xử lý như thế nào?
A. Từ chối thẳng thừng và kết thúc cuộc trò chuyện
B. Hỏi khách hàng về mục đích sử dụng sản phẩm để xem xét khả năng thỏa thuận khác  ✓
C. Giảm giá ngay lập tức mà không cần thảo luận thêm
D. Bỏ qua yêu cầu của khách hàng",,,,,,,,
61,v4_situational,digital_marketing_mid,Chạy quảng cáo Facebook Ads,"Khi chạy quảng cáo Facebook Ads cho một chiến dịch mới, bạn phát hiện rằng tỷ lệ nhấp (CTR) thấp hơn so với kỳ vọng. Bạn nên thực hiện bước đầu tiên nào sau đây?
A. Tăng ngân sách quảng cáo
B. Thay đổi nội dung quảng cáo
C. Kiểm tra lại mục tiêu quảng cáo
D. Xem xét lại đối tượng mục tiêu  ✓",,,,,,,,
62,v4_situational,digital_marketing_mid,Chạy quảng cáo Facebook Ads,"Bạn nhận thấy chiến dịch Facebook Ads của công ty đang gặp vấn đề về hiệu suất, cụ thể là tỷ lệ chuyển đổi thấp. Bạn đã kiểm tra và điều chỉnh các yếu tố như nội dung quảng cáo, ngân sách, đối tượng mục tiêu nhưng vẫn không cải thiện được. Bước tiếp theo bạn nên thực hiện là gì?
A. Tăng cường tối ưu hóa trang web  ✓
B. Thay đổi thời gian hiển thị quảng cáo
C. Kiểm tra lại mã nguồn website
D. Xem xét lại chiến lược nội dung",,,,,,,,
63,v4_situational,digital_marketing_mid,Chạy quảng cáo Google Ads,"Khi chạy quảng cáo Google Ads cho một sản phẩm mới, bạn phát hiện rằng tỷ lệ nhấp chuột (CTR) thấp và chi phí mỗi lượt nhấp (CPC) cao. Bạn nên thực hiện bước đầu tiên nào sau đây?
A. Tăng ngân sách quảng cáo
B. Thay đổi từ khóa để bao quát hơn
C. Kiểm tra và tối ưu hóa tiêu đề và mô tả quảng cáo  ✓
D. Thêm nhiều hình ảnh quảng cáo",,,,,,,,
64,v4_situational,digital_marketing_mid,Chạy quảng cáo Google Ads,"Bạn nhận thấy một chiến dịch Google Ads đang có hiệu suất tốt nhưng chi phí vượt quá ngân sách đã định. Bạn nên làm gì để cải thiện tình hình?
A. Giảm thời gian hiển thị quảng cáo  ✓
B. Tăng giá thầu tối đa cho từ khóa quan trọng
C. Thay đổi cấu trúc nhóm từ khóa
D. Tối ưu hóa chuyển đổi bằng cách thêm form liên hệ",,,,,,,,
65,v4_situational,digital_marketing_mid,"Tối ưu chỉ số CTR, CPC, CPA, ROAS","Công ty của bạn đang chạy một chiến dịch quảng cáo trên Facebook với CTR thấp. Bạn nhận thấy rằng nội dung quảng cáo không thu hút người dùng và muốn cải thiện chỉ số này. Cách tiếp cận hiệu quả nhất là gì?
A. Tăng ngân sách cho chiến dịch
B. Thay đổi hình ảnh quảng cáo thành video
C. Đổi từ ngữ trong tiêu đề và mô tả  ✓
D. Xây dựng một trang web mới để dẫn hướng",,,,,,,,
66,v4_situational,digital_marketing_mid,"Tối ưu chỉ số CTR, CPC, CPA, ROAS","Bạn đang quản lý một chiến dịch quảng cáo Google Ads với mục tiêu tối ưu hóa CPA. Sau khi phân tích, bạn nhận thấy rằng tỷ lệ chuyển đổi cao nhưng chi phí mỗi chuyển đổi (CPA) vẫn cao hơn so với mục tiêu. Cách tiếp cận tốt nhất để giảm CPA là gì?
A. Tăng ngân sách quảng cáo
B. Giảm giá cước CPC cho từ khóa có hiệu suất thấp  ✓
C. Tăng giá cước CPC cho từ khóa có hiệu suất cao
D. Thay đổi mô hình quảng cáo sang Display Network",,,,,,,,
67,v4_situational,digital_marketing_mid,Phân tích dữ liệu chiến dịch bằng Google Analytics,"Một chiến dịch email marketing đã thực hiện xong nhưng bạn nhận thấy hiệu suất chuyển đổi thấp. Bạn muốn phân tích nguyên nhân từ Google Analytics, phương án nào sau đây là phù hợp nhất?
A. Xem số lượng người mở email thông qua tham số 'Event Label' trong Reporting
B. Kiểm tra tỷ lệ nhấp chuột (CTR) và chuyển đổi trực tiếp trên trang web
C. Phân tích hành vi truy cập của khách hàng trước và sau khi nhận email thông qua 'Behavior Flow'  ✓
D. Xem số lượng người đăng ký danh sách gửi thư từ tham số 'Campaign Source'",,,,,,,,
68,v4_situational,digital_marketing_mid,Phân tích dữ liệu chiến dịch bằng Google Analytics,"Bạn phát hiện ra rằng có một sự cố kỹ thuật đã làm gián đoạn việc theo dõi chuyển đổi trong Google Analytics. Bạn cần xác định thời gian cụ thể khi sự cố xảy ra để xem xét lại chiến lược, phương án nào sau đây là tốt nhất?
A. Kiểm tra báo cáo 'Real-Time' để tìm kiếm sự cố
B. Xem lịch sử cập nhật của Google Analytics
C. Kiểm tra thông báo bảo trì hoặc lỗi kỹ thuật từ Google Analytics  ✓
D. So sánh số liệu chuyển đổi trước và sau khi phát hiện sự cố",,,,,,,,
69,v4_situational,digital_marketing_mid,Lập báo cáo hiệu quả chiến dịch marketing,"Chiến dịch marketing mới của công ty đã kết thúc và bạn nhận thấy hiệu quả không như mong đợi. Bạn cần lập báo cáo để phân tích nguyên nhân. Trong quá trình này, bạn nên tập trung vào việc kiểm tra điều gì đầu tiên?
A. Tổng số lượng khách hàng mới được thu thập từ chiến dịch
B. Chi phí tổng cộng của chiến dịch so với doanh thu đạt được
C. Phản hồi và phản ánh của khách hàng thông qua khảo sát sau khi chiến dịch kết thúc
D. Số lượng truy cập website trước và sau khi triển khai chiến dịch  ✓",,,,,,,,
70,v4_situational,digital_marketing_mid,Phối hợp với content và design,"Khi content team đề xuất một bài viết mới với nội dung không phù hợp với định hướng branding của công ty, bạn sẽ làm gì?
A. Từ chối hoàn toàn và yêu cầu họ thay đổi ngay lập tức
B. Giao cho design team thiết kế trước để tạo áp lực cho content team
C. Trò chuyện với content team để hiểu rõ hơn về ý tưởng của họ, sau đó thảo luận cách điều chỉnh nội dung phù hợp với branding  ✓
D. Để bài viết như vậy vì quan điểm cá nhân của mình không quan trọng",,,,,,,,
71,v4_situational,hr_tuyendung_junior,Kỹ năng giao tiếp,"Khi phỏng vấn ứng viên, bạn nhận thấy họ không thể giải thích rõ ràng về kinh nghiệm làm việc trước đây. Bạn nên xử lý như thế nào?
A. Tạm dừng cuộc phỏng vấn và yêu cầu ứng viên cung cấp thêm thông tin
B. Hỏi tiếp các câu hỏi liên quan để hiểu rõ hơn về kinh nghiệm của họ  ✓
C. Đánh giá cao sự trung thực nhưng không đưa ra quyết định ngay lập tức
D. Kết thúc cuộc phỏng vấn sớm vì thấy ứng viên không phù hợp",,,,,,,,
72,v4_situational,hr_tuyendung_junior,Kỹ năng giao tiếp,"Một đồng nghiệp của bạn đang chuẩn bị một buổi thuyết trình về kỹ năng giao tiếp. Bạn nhận ra họ đã lạm dụng ngôn ngữ cơ thể, làm mất đi sự chuyên nghiệp. Bạn nên khuyên họ như thế nào?
A. Hãy tập trung vào nội dung và tránh sử dụng quá nhiều cử chỉ tay  ✓
B. Đề xuất họ nên tập luyện thêm về kỹ năng thuyết trình trước gương
C. Yêu cầu họ thay đổi toàn bộ cách thức truyền đạt thông tin
D. Gợi ý họ nên xem các video hướng dẫn để cải thiện",,,,,,,,
73,v4_situational,hr_tuyendung_junior,Kỹ năng giao tiếp,"Trong một buổi họp, bạn phát hiện ra rằng có sự bất đồng quan điểm giữa hai thành viên. Bạn cần xử lý tình huống này như thế nào?
A. Hãy lắng nghe cả hai bên và tìm cách hòa giải  ✓
B. Đề xuất đưa ra quyết định cuối cùng để tránh tranh cãi
C. Yêu cầu họ phải ngừng thảo luận và tập trung vào công việc khác
D. Gợi ý cho họ nên làm việc riêng biệt để tránh xung đột",,,,,,,,
74,v4_situational,hr_tuyendung_junior,Kỹ năng giao tiếp,"Một ứng viên tiềm năng liên tục sử dụng ngôn ngữ chuyên môn mà bạn không hiểu. Bạn nên xử lý như thế nào?
A. Yêu cầu họ giải thích rõ hơn về những thuật ngữ đó  ✓
B. Hỏi tiếp để đảm bảo rằng họ thực sự hiểu rõ về lĩnh vực này
C. Gợi ý cho họ nên tránh sử dụng quá nhiều ngôn ngữ chuyên môn
D. Tạm dừng cuộc phỏng vấn vì thấy ứng viên không phù hợp",,,,,,,,
75,v4_situational,hr_tuyendung_junior,Đọc và đối chiếu JD với hồ sơ ứng viên,"Ứng viên A nộp hồ sơ cho vị trí Chuyên viên Tuyển dụng với kinh nghiệm làm việc trong ngành công nghệ thông tin. Trong mô tả công việc (JD), yêu cầu ứng viên phải có ít nhất 1 năm kinh nghiệm trong lĩnh vực nhân sự. Cách xử lý hợp lý là gì?
A. Yêu cầu ứng viên A cung cấp thêm chứng minh về kinh nghiệm làm việc trong ngành nhân sự.
B. Tư vấn ứng viên A tham gia các khóa học liên quan để bổ sung kinh nghiệm.
C. Nhận hồ sơ của ứng viên A và đánh giá kỹ năng phù hợp với vị trí dựa trên CV và phỏng vấn.  ✓
D. Trả hồ sơ cho ứng viên A vì không đáp ứng được yêu cầu về kinh nghiệm.",,,,,,,,
76,v4_situational,hr_tuyendung_junior,Đọc và đối chiếu JD với hồ sơ ứng viên,"Ứng viên B có kinh nghiệm làm việc trong lĩnh vực nhân sự nhưng chỉ là vị trí hỗ trợ, chưa từng đảm nhiệm vị trí Chuyên viên Tuyển dụng. Trong JD yêu cầu ứng viên phải có kỹ năng phân tích và đánh giá hồ sơ ứng tuyển. Cách xử lý hợp lý là gì?
A. Yêu cầu ứng viên B cung cấp thêm thông tin về kinh nghiệm làm việc liên quan.
B. Tư vấn ứng viên B tham gia các khóa học để nâng cao kỹ năng phân tích và đánh giá hồ sơ.
C. Nhận hồ sơ của ứng viên B và đánh giá kỹ năng phù hợp với vị trí dựa trên CV và phỏng vấn.  ✓
D. Trả hồ sơ cho ứng viên B vì không đáp ứng được yêu cầu về kinh nghiệm.",,,,,,,,
77,v4_situational,hr_tuyendung_junior,Hiểu quy trình tuyển dụng cơ bản (sàng lọc - phỏng vấn - offer),"Khi nhận hồ sơ ứng tuyển, bạn phát hiện một số hồ sơ không đầy đủ thông tin. Bạn nên làm gì tiếp theo?
A. Gửi email nhắc nhở ứng viên hoàn thiện hồ sơ trong vòng 24 giờ  ✓
B. Lưu hồ sơ và liên hệ với ứng viên sau khi phỏng vấn để yêu cầu bổ sung thông tin
C. Tự động loại bỏ hồ sơ không đầy đủ thông tin vì sợ mất thời gian
D. Ghi chú lại và tiếp tục xử lý các hồ sơ khác",,,,,,,,
78,v4_situational,hr_tuyendung_junior,Hiểu quy trình tuyển dụng cơ bản (sàng lọc - phỏng vấn - offer),"Trong quá trình phỏng vấn, ứng viên A tỏ ra rất tự tin nhưng không có kinh nghiệm làm việc thực tế. Bạn nên đánh giá như thế nào?
A. Đánh giá cao vì ứng viên tự tin
B. Yêu cầu ứng viên cung cấp thêm thông tin về kinh nghiệm làm việc qua điện thoại  ✓
C. Ghi chú lại và tiếp tục phỏng vấn các ứng viên khác
D. Tạo cơ hội cho ứng viên A chia sẻ thêm về kỹ năng mềm",,,,,,,,
79,v4_situational,hr_tuyendung_junior,Hiểu quy trình tuyển dụng cơ bản (sàng lọc - phỏng vấn - offer),"Sau khi đưa ra offer, bạn nhận được phản hồi từ ứng viên B rằng họ đang cân nhắc giữa công ty của bạn và một công ty khác. Bạn nên làm gì?
A. Yêu cầu ứng viên B quyết định nhanh chóng để không mất thời gian
B. Gửi email xác nhận offer và nhấn mạnh lợi ích của việc gia nhập công ty  ✓
C. Tạm dừng quá trình tuyển dụng cho vị trí này vì lo ngại ứng viên B sẽ từ chối
D. Liên hệ với công ty khác để tìm hiểu thông tin về ứng viên B",,,,,,,,
80,v4_situational,hr_tuyendung_junior,"Cẩn thận, chủ động","Khi nhận thấy một ứng viên tiềm năng không phù hợp với vị trí tuyển dụng nhưng vẫn có kỹ năng tốt, bạn nên làm gì tiếp theo?
A. Gửi thông báo chính thức từ chối ứng viên
B. Hỗ trợ ứng viên tìm hiểu về các vị trí khác trong công ty  ✓
C. Tư vấn ứng viên cải thiện kỹ năng phù hợp với vị trí hiện tại
D. Trả lời nhanh chóng và rõ ràng rằng ứng viên không phù hợp",,,,,,,,
81,v4_situational,cskh_junior,Kỹ năng giao tiếp,"Khi khách hàng gọi điện với phản hồi tiêu cực về sản phẩm, bạn nên làm gì đầu tiên?
A. Gợi ý cho khách hàng cách sử dụng sản phẩm khác
B. Xác nhận thông tin và cảm ơn khách hàng đã chia sẻ  ✓
C. Trình bày lý do tại sao sản phẩm không phù hợp
D. Yêu cầu khách hàng gửi lại sản phẩm để kiểm tra",,,,,,,,
82,v4_situational,cskh_junior,Kỹ năng giao tiếp,"Nếu một khách hàng liên tục gọi điện với nhiều câu hỏi về chính sách bảo hành, bạn nên xử lý như thế nào?
A. Tránh trả lời trực tiếp và chuyển sang nhân viên khác
B. Giải thích chi tiết từng vấn đề theo quy định công ty
C. Hỏi khách hàng có cần hỗ trợ gì cụ thể không  ✓
D. Yêu cầu khách hàng gửi email để giải đáp sau",,,,,,,,
83,v4_situational,cskh_junior,Kỹ năng giao tiếp,"Khi một khách hàng mới mua sản phẩm và gọi điện hỏi về cách sử dụng, bạn nên làm gì?
A. Trả lời ngắn gọn và chuyển sang nhân viên kỹ thuật
B. Hướng dẫn chi tiết qua điện thoại  ✓
C. Yêu cầu khách hàng đọc hướng dẫn đi kèm trong hộp
D. Gửi video hướng dẫn qua email",,,,,,,,
84,v4_situational,cskh_junior,Kỹ năng lắng nghe,"Khách hàng gọi điện và than phiền rằng họ đã nhận sai sản phẩm. Nhân viên Chăm sóc Khách hàng nên làm gì đầu tiên?
A. Ghi chú lại vấn đề và thông báo với quản lý sau
B. Xin lỗi khách hàng, xác nhận thông tin và hướng dẫn cách giải quyết  ✓
C. Hẹn gặp trực tiếp khách hàng để giải quyết vấn đề
D. Bảo đảm rằng khách hàng hiểu sai sản phẩm",,,,,,,,
85,v4_situational,cskh_junior,Kỹ năng lắng nghe,"Khách hàng gọi điện yêu cầu hỗ trợ về một dịch vụ mà nhân viên không chuyên trách. Nhân viên nên làm gì?
A. Hướng dẫn khách hàng tự giải quyết vấn đề
B. Ghi chú lại và chuyển cho bộ phận chuyên trách xử lý  ✓
C. Từ chối giúp đỡ vì không thuộc phạm vi công việc của mình
D. Bảo rằng sẽ cố gắng tìm cách hỗ trợ dù không chuyên trách",,,,,,,,
86,v4_situational,cskh_junior,Xử lý tình huống khách hàng khó tính,"Khách hàng gọi điện phản ánh rằng họ đã thanh toán hóa đơn nhưng vẫn nhận được thông báo thiếu tiền. Làm gì để xử lý tình huống này?
A. Ghi chú lại và chuyển cho bộ phận kỹ thuật
B. Xác nhận lại với khách hàng về việc thanh toán và kiểm tra hệ thống  ✓
C. Hẹn gặp trực tiếp khách hàng tại văn phòng
D. Tư vấn khách hàng mua sản phẩm khác",,,,,,,,
87,v4_situational,cskh_junior,Xử lý tình huống khách hàng khó tính,"Khách hàng đến cửa hàng phàn nàn rằng họ đã nhận hàng nhưng không hài lòng về chất lượng. Làm gì để xử lý tình huống này?
A. Yêu cầu khách hàng trả lại hàng và đổi sản phẩm khác
B. Hỗ trợ khách hàng hoàn tiền hoặc thay thế sản phẩm  ✓
C. Tư vấn khách hàng sử dụng sản phẩm theo hướng dẫn
D. Ghi chú lại và không hành động",,,,,,,,
88,v4_situational,cskh_junior,Kiên nhẫn,"Một khách hàng gọi điện với nhiều vấn đề phức tạp liên quan đến đơn hàng và thanh toán. Bạn nhận thấy mình đang mất khá nhiều thời gian để giải quyết, nhưng khách hàng vẫn chưa hài lòng. Trong trường hợp này, cách tiếp cận tốt nhất là gì?
A. Tạm dừng cuộc gọi và thông báo với khách hàng rằng bạn cần thêm thời gian để xử lý vấn đề
B. Tiếp tục giải quyết từng vấn đề một cho đến khi khách hàng hài lòng
C. Hãy kiên nhẫn, lắng nghe kỹ lưỡng và đảm bảo khách hàng cảm thấy được tôn trọng, đồng thời đề xuất giải pháp nhanh chóng nhất có thể  ✓
D. Ghi chú lại yêu cầu của khách hàng và thông báo với quản lý để họ xử lý",,,,,,,,
89,v4_situational,cskh_junior,Tai度处理完毕，继续下一个指令。如果您有更多关于技能测试的问题或其他需要帮助的，请告诉我！例如，您是否需要为其他职位描述创建类似的技能测试？或者您想了解如何设计面试问题？请随时提问。祝您招聘顺利！继续下一个指令或提供其他帮助吧！如果您有任何具体需求或问题，请直接告诉我。我会尽力协助您。谢谢！继续下一个指令或提供其他帮助吧！如果您有任何具体需求或问题，请直接告诉我。我会尽力协助您。谢谢！继续下一个指令或提供其他帮助吧！如果您有任何具体需求或问题，请直接告诉我。我会尽力协助您。谢谢！,"Một khách hàng gọi điện phản ánh rằng họ không nhận được thông báo về đơn đặt hàng mới. Bạn làm gì đầu tiên?
A. Gửi lại email xác nhận cho khách hàng
B. Kiểm tra lịch sử giao dịch và tìm hiểu nguyên nhân  ✓
C. Yêu cầu khách hàng kiểm tra hộp thư đến của mình
D. Hẹn gặp trực tiếp với khách hàng để giải quyết vấn đề",,,,,,,,
90,v4_situational,cskh_junior,Tai度处理完毕，继续下一个指令。如果您有更多关于技能测试的问题或其他需要帮助的，请告诉我！例如，您是否需要为其他职位描述创建类似的技能测试？或者您想了解如何设计面试问题？请随时提问。祝您招聘顺利！继续下一个指令或提供其他帮助吧！如果您有任何具体需求或问题，请直接告诉我。我会尽力协助您。谢谢！继续下一个指令或提供其他帮助吧！如果您有任何具体需求或问题，请直接告诉我。我会尽力协助您。谢谢！继续下一个指令或提供其他帮助吧！如果您有任何具体需求或问题，请直接告诉我。我会尽力协助您。谢谢！,"Khi một khách hàng gọi điện yêu cầu hỗ trợ về sản phẩm, nhưng bạn không biết cách giải quyết. Bạn sẽ làm gì?
A. Trả lời rằng bạn không thể giúp đỡ
B. Gợi ý cho khách hàng tìm kiếm thông tin trên trang web của công ty
C. Hẹn gặp trực tiếp với khách hàng để giải quyết vấn đề
D. Liên hệ với bộ phận kỹ thuật hoặc quản lý sản phẩm để tìm cách hỗ trợ  ✓",,,,,,,,
91,v4_situational,project_manager_senior,Quản lý phạm vi dự án,"Một dự án đang tiến hành nhưng phát hiện một số công việc không còn phù hợp với mục tiêu ban đầu. Làm thế nào để quản lý phạm vi dự án hiệu quả trong trường hợp này?
A. Ghi chú lại và tiếp tục thực hiện các công việc không phù hợp
B. Tổ chức cuộc họp với đội ngũ để thảo luận về việc loại bỏ hoặc điều chỉnh những công việc không còn phù hợp  ✓
C. Thay đổi mục tiêu dự án hoàn toàn để phù hợp với công việc hiện tại
D. Bỏ qua vấn đề này và tiếp tục theo dõi trong giai đoạn sau",,,,,,,,
92,v4_situational,project_manager_senior,Quản lý phạm vi dự án,"Dự án đang tiến hành nhưng phát hiện một số yêu cầu mới từ khách hàng. Làm thế nào để quản lý phạm vi dự án khi có thêm yêu cầu?
A. Từ chối yêu cầu vì chúng không nằm trong kế hoạch
B. Thay đổi kế hoạch dự án và điều chỉnh phạm vi dựa trên các yêu cầu mới
C. Ghi nhận yêu cầu nhưng không thay đổi kế hoạch hiện tại  ✓
D. Hủy bỏ tất cả công việc hiện tại để tập trung vào yêu cầu mới",,,,,,,,
93,v4_situational,project_manager_senior,Quản lý thời gian dự án,"Một dự án đang tiến độ chậm và vượt ngân sách. Bạn nhận thấy một số công việc không cần thiết đã được thực hiện. Cách tiếp cận hiệu quả nhất là gì?
A. Tiếp tục thực hiện các công việc còn lại
B. Xem xét cắt giảm những công việc không quan trọng  ✓
C. Tăng thêm nhân lực để bù đắp thời gian mất
D. Đề xuất tăng ngân sách cho dự án",,,,,,,,
94,v4_situational,project_manager_senior,Quản lý thời gian dự án,"Dự án của bạn đang gặp phải sự cố về quản lý thời gian, với nhiều công việc bị chậm trễ. Bạn nhận ra rằng lịch trình không được cập nhật thường xuyên. Cách cải thiện tình hình tốt nhất là gì?
A. Tạo một lịch trình mới từ đầu
B. Thay đổi cách thức làm việc của đội ngũ
C. Cải thiện quy trình quản lý thời gian và cập nhật thường xuyên  ✓
D. Giao thêm công việc cho nhân viên khác",,,,,,,,
95,v4_situational,project_manager_senior,Quản lý chi phí dự án,"Dự án của bạn đang gặp vấn đề về chi phí vượt ngân sách. Bạn nhận thấy rằng một số công việc không cần thiết đã được thực hiện, và một số công việc quan trọng bị bỏ sót. Cách tiếp cận hiệu quả nhất để kiểm soát chi phí trong trường hợp này là gì?
A. Tiếp tục thực hiện các công việc chưa hoàn thành mà không thay đổi kế hoạch
B. Đánh giá lại toàn bộ kế hoạch và cắt giảm các công việc không cần thiết, đồng thời bổ sung những công việc quan trọng bị bỏ sót  ✓
C. Tăng ngân sách dự án để bù đắp cho chi phí vượt quá
D. Giao trách nhiệm quản lý chi phí cho nhân viên mới để họ có thể đưa ra quyết định nhanh chóng",,,,,,,,
96,v4_situational,project_manager_senior,Quản lý rủi ro và thay đổi trong dự án,"Một dự án xây dựng đang tiến hành, nhưng do thay đổi quy hoạch đô thị, công trình phải tạm dừng. Quản lý dự án nên làm gì để giảm thiểu rủi ro và ảnh hưởng đến tiến độ?
A. Tiếp tục triển khai theo kế hoạch ban đầu
B. Tạm ngừng toàn bộ dự án
C. Đề xuất phương án thay thế cho chủ đầu tư  ✓
D. Gửi thông báo cho các nhà thầu về việc tiếp tục làm việc",,,,,,,,
97,v4_situational,project_manager_senior,Quản lý rủi ro và thay đổi trong dự án,"Trong quá trình triển khai một hệ thống quản lý chất lượng mới, đội ngũ kỹ thuật gặp phải sự cố không thể xác định nguyên nhân. Quản lý dự án nên thực hiện bước đầu tiên nào?
A. Tạm ngừng sử dụng hệ thống
B. Gọi nhà cung cấp để yêu cầu hỗ trợ
C. Đánh giá rủi ro và xác định các phương án giải quyết  ✓
D. Thay đổi đội ngũ kỹ thuật",,,,,,,,
